region,scenario,sector,indicator,year,value,unit,version,comments,source
IRN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,654.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,666.94,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,677.14,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,679.97,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,703.18,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,712.61,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,723.73,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SAU,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,723.99,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,732.92,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MEX,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,740.16,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
JPN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,784.91,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IRN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,785.29,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IRN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,812.9,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,837.98,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IRN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,856.87,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,879.75,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NGA,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,887.16,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BRA,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,912.83,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IDN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,923.08,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BRA,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,980.44,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NGA,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1005.11,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IDN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1011.22,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NGA,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1017.76,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BRA,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1171.58,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
JPN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1179.69,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BRA,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1211.92,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
RUS,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1249.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IDN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1260.39,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
JPN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1263,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BRA,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1276.15,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IDN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1312.97,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1320.83,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
JPN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1395.67,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IDN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1396.71,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1413.91,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
RUS,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1420.57,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IND,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1529.45,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1562.14,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EU27,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1640.24,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
RUS,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,1904.41,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
RUS,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,2006.51,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EU27,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,2045.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
RUS,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,2169.11,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EU27,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3191.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3218.81,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IND,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3402.58,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EU27,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3433.44,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3618.67,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EU27,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3818.55,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3849.82,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IND,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,3874.2,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IND,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,5207.52,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IND,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,5488.88,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,5633.76,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
IND,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,5936.95,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,6010.22,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
USA,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,6609.71,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,8648.09,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,9914.39,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,13494.39,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,14249.87,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2025,15452.94,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
DEU,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-727.79,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GBR,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-646.38,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHE,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-101.7,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NOR,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-60.65,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SGP,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-23.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BTN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,1.57,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GMB,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,1.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BTN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,3.1,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BTN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,3.48,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BTN,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,4.57,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CRI,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-0.99,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BTN,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,4.8,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
BTN,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,5.17,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHE,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-32.36,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GMB,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,7.67,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GMB,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,9.2,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GMB,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,13.52,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GMB,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,14.43,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GMB,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,15.88,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHE,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-14.9,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CRI,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,14.91,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NOR,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-12.99,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CRI,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,18.92,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SGP,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,8.27,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NOR,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-0.99,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CRI,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,30.24,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CRI,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,32.63,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SGP,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,16.25,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
EU27,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-1938.53,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CRI,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,36.44,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NZL,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,9.28,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NPL,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,23.96,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NOR,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,32.94,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHE,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,34.45,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SGP,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,38.81,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NOR,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,40.1,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KEN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,37.23,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NZL,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,31.67,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SGP,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,43.57,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHE,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,44.87,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHL,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,31.12,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NZL,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,37.31,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NOR,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,51.5,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
SGP,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,51.15,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHE,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,61.45,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NZL,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,53.25,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PER,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,46.66,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NZL,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,56.61,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NZL,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,61.97,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHL,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,64.02,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MAR,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,70.76,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHL,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,72.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
JPN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-393.75,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARE,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,56.29,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
COL,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,38.15,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PHL,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,40.05,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHL,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,95.72,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ETH,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,81.7,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHL,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,100.66,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PER,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,102.69,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CHL,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,108.53,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,115.21,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PER,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,116.8,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,126.4,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GBR,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-151.59,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
UKR,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,27.72,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KAZ,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,92.28,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
AUS,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,89.69,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARE,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,119.18,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,158.04,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PER,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,156.68,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MAR,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,164.71,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KEN,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,161.6,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARE,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,135.02,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PER,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,165.1,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,175.34,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARG,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,97.8,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
CAN,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,101.28,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
COL,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,138.93,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
PER,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,178.5,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KEN,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,192.91,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
COL,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,164.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARE,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,179.79,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARE,Upper limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,189.24,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
THA,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,134.83,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
GBR,Almost sufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,-27.02,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARE,Highly insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,204.28,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NPL,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,236.34,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,22.64,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
NGA,Lower limit,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,183.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
COL,Insufficient,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,236.04,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
ARG,1.5�C compatible,"Economy-wide, excluding LULUCF",Equity boundaries (absolute),2030,191.3,MtCO2e (GWP-AR4),2021-08-26,Literature cut-off date: 2021,Latest country assessment
