region,scenario,sector,indicator,year,value,unit,version,comments,source
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,365.77,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,340.85,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,315.94,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,291.02,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,266.11,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,250.35,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,234.59,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,218.83,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,203.08,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Lower limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,187.32,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,725.59,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,745.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,765.86,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,785.99,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,806.13,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,826.26,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,846.98,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,867.69,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,888.41,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,909.12,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,929.84,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,948.9,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,967.96,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,987.01,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,1006.07,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
KOR,Upper limit,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,1025.13,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,100.91,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,99.85,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,98.79,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,97.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,96.66,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,95.6,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,94.89,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,94.18,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,93.48,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,92.77,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,92.07,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,90.14,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,88.22,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,86.3,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,84.38,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,1.5�C compatible,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,82.46,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,101.11,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,102.24,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,103.36,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,104.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,105.62,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,106.74,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,107.61,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,108.47,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,109.33,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,110.19,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,111.05,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,111.02,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,111,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,110.98,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,110.96,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Almost sufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,110.93,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,101.09,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,105.19,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,109.29,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,113.39,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,117.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,121.59,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,126.28,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,130.97,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,135.66,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,140.35,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,145.04,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,150.53,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,156.02,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,161.51,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,167,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Critically insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,172.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,100.89,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,104.8,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,108.72,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,112.63,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,116.55,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,120.47,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,124.96,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,129.45,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,133.95,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,138.44,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,142.94,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,147.49,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,152.04,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,156.6,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,161.15,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Highly insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,165.7,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2020,101.03,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2021,103.5,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2022,105.97,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2023,108.44,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2024,110.91,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2025,113.38,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2026,116.52,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2027,119.66,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2028,122.81,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2029,125.95,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2030,129.1,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2031,132.24,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2032,135.38,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2033,138.52,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2034,141.67,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
MAR,Insufficient,"Economy-wide, excluding LULUCF",Modelled Domestic Pathways boundaries (absolute),2035,144.81,MtCO2e (GWP-AR4),2023-09-01,,Latest country assessment
